chr,start,end,value,area,cluster,indexStart,indexEnd,L,clusterL,p.value,fwer,p.valueArea,fwerArea,effect_450K,effect_EPIC
2,14772963,14772963,-0.103921697027948,0.103921697027948,116456,44084,44084,1,8,0.863930200600093,1,0.886047438222164,1,-0.0337120512217848,-0.0521161827435074
2,10444156,10444156,0.103884232285169,0.103884232285169,116147,43545,43545,1,7,0.865125507192168,1,0.886893097307714,1,0.0820025613548924,-0.0264708820464835
7,32997190,32997190,-0.103874153211212,0.103874153211212,194200,173652,173652,1,8,0.865491417373415,1,0.887193956790073,1,-0.127979451709074,0.0350559160604549
2,189157566,189157566,-0.103814985652468,0.103814985652468,127387,63247,63247,1,11,0.867402281653263,1,0.88855189012937,1,-0.00277914743273816,0.052645839095995
8,128806682,128806682,0.103770541136296,0.103770541136296,212147,206006,206006,1,8,0.868638244932144,1,0.889552044624779,1,0.0962829509217935,0.00496830137505886
8,142138643,142138643,-0.103637614200633,0.103637614200633,213001,207243,207243,1,7,0.873094217806003,1,0.892739528870313,1,-0.0273231363368472,-0.168514907790857
18,46477404,46477404,0.103619814937904,0.103619814937904,102745,375777,375777,1,8,0.873630886071832,1,0.893162358413088,1,0.0790452735089255,0.0978845121305726
9,91926624,91926624,0.103322056668669,0.103322056668669,216395,212811,212811,1,7,0.884112179930233,1,0.901171725713728,1,0.0300020889915583,0.118442781072568
19,58630612,58630612,0.103114561077657,0.103114561077657,114767,401279,401279,1,9,0.890975028662964,1,0.90642456964897,1,0.148142035395243,0.0639639092776018
13,100153203,100153203,0.102815559423844,0.102815559423844,61636,295458,295458,1,11,0.900992836291785,1,0.914328229563916,1,0.0759357011161201,0.0972321023711576
1,145575294,145575294,-0.102621013342685,0.102621013342685,13253,25063,25063,1,8,0.907562956879518,1,0.919402184077215,1,-0.117708770125429,-0.0301418388543534
2,62422689,62422689,0.102517504962784,0.102517504962784,119656,49676,49676,1,7,0.91104316927005,1,0.922085525406364,1,0.0340470664891486,0.0802684158977973
17,48172022,48172022,0.102332755505185,0.102332755505185,96232,362295,362295,1,7,0.917621421195144,1,0.927354632016328,1,0.160552977031649,-0.0243524755991985
17,34136647,34136647,0.102290034655419,0.102290034655419,93488,356465,356465,1,11,0.919198900643189,1,0.92868004000618,1,0.00164675969072281,0.0747854912551096
19,52390810,52390810,-0.10225273000857,0.10225273000857,113444,398283,398283,1,14,0.920597490669291,1,0.929785901887283,1,-0.0615082314824479,0.0212322756608936
2,74375507,74375507,-0.101968008455151,0.101968008455151,120780,51722,51722,1,8,0.930558378936584,1,0.937909107910978,1,-0.0857791444808476,-0.174906757625409
6,74064298,74064298,-0.101879010540864,0.101879010540864,184417,154743,154743,1,10,0.933819045218367,1,0.940624974589571,1,-0.0140442200872176,0.0626776999035385
7,162838,162838,0.101659580732828,0.101659580732828,190430,165867,165867,1,8,0.941820281181646,1,0.947260145876192,1,0.129703190308549,0.044793321362099
11,117667737,117667737,-0.101501142321452,0.101501142321452,44205,262310,262310,1,10,0.947512217334385,1,0.952203998991714,1,-0.144708750991138,-0.0324121625973063
12,50478751,50478751,0.101417478780235,0.101417478780235,50027,273146,273146,1,8,0.950577731519503,1,0.954757238923086,1,0.0094804336193108,0.163449790515374
19,13227118,13227118,0.101401066905099,0.101401066905099,107809,386109,386109,1,11,0.951211975833665,1,0.955293907188915,1,0.0243312750778152,0.0467966665678139
19,52429980,52429980,-0.101357675712134,0.101357675712134,113448,398309,398309,1,10,0.952610565859767,1,0.956464819768907,1,-0.0708892292738216,-0.145704002334251
11,79152112,79152112,-0.101149473577668,0.101149473577668,42238,258777,258777,1,8,0.959863718785829,1,0.962677161512754,1,-0.0277371020196679,-0.00389955923568731
12,75784884,75784884,0.100995198950769,0.100995198950769,52359,277897,277897,1,11,0.965368634179263,1,0.967734853351331,1,0.160861231300345,0.100689662779303
1,155242826,155242826,0.100870882972303,0.100870882972303,14540,27760,27760,1,9,0.969637586293818,1,0.971548450573666,1,0.0351325819214162,0.156715172736044
1,52498502,52498502,0.100837304548414,0.100837304548414,8969,17179,17179,1,9,0.970702791488116,1,0.972491685707548,1,-0.014601791911371,0.402714924528991
17,72199640,72199640,0.100602284808462,0.100602284808462,98312,366122,366122,1,10,0.978541400704174,1,0.979622868573194,1,0.0614869772872276,0.0691482141970771
2,122042939,122042939,0.100601888457686,0.100601888457686,123852,57210,57210,1,7,0.978557663378896,1,0.979639131247916,1,-0.00565763914142675,0.14358082362933
8,128806859,128806859,-0.100488638061837,0.100488638061837,212147,206007,206007,1,8,0.982663988746229,1,0.983379546434002,1,-0.0128816172774494,-0.0424298852464586
1,90460434,90460434,0.100485173250071,0.100485173250071,11205,20991,20991,1,9,0.982729039445118,1,0.983428334458168,1,0.0445113876172484,0.0887024363053024
8,128806938,128806938,0.100312330860724,0.100312330860724,212147,206010,206010,1,8,0.989095876598824,1,0.989412998755905,1,0.059190319578762,0.0795437239653464
6,149721480,149721480,-0.100255370071469,0.100255370071469,187981,161222,161222,1,7,0.991177498963254,1,0.991388913734642,1,-0.0518341387104769,0.0228459917324492
4,66536186,66536186,-0.100248526253964,0.100248526253964,159797,102702,102702,1,7,0.991397045072003,1,0.991592197168668,1,-0.148231734178817,-0.0913722758819247
6,89673108,89673108,0.100233794477203,0.100233794477203,184970,155836,155836,1,10,0.991901187988388,1,0.992071946072971,1,0.00897996196421682,0.133418739148476
7,33168625,33168625,0.100215310660478,0.100215310660478,194219,173690,173690,1,7,0.992559826314634,1,0.992714321724494,1,0.066602606189543,0.0428567259931672
6,125283726,125283726,-0.100145344840337,0.100145344840337,186540,158751,158751,1,11,0.994877257462535,1,0.994966702173507,1,-0.123922290879658,-0.0489471830620342
3,11033866,11033866,-0.100067704016699,0.100067704016699,143491,73017,73017,1,12,0.9975362047796,1,0.997576861466405,1,-0.147341946208932,0.044037345863987
