chr,start,end,width,n_probes,effect_M,se,z,p_pointwise,theta,probe_start,probe_end,p_fwer_within,p_fwer_naive,stability,effect_450K,se_450K,effect_EPIC,se_EPIC,sign_concordant
18,10589169,10589360,192,3,-0.05074719892303337,0.015392513325546807,-3.2968754257180817,0.0009776685449180177,-0.027203166631010224,373565,373567,1.0,1.0,0.06,-0.05216792494220279,0.020224572622886506,-0.022664351005108704,0.027628550084082985,True
19,18902081,18902117,37,3,0.07917994948764331,0.024144479907908165,3.27942245141131,0.0010401979429019075,-0.008511689708858397,388659,388661,1.0,1.0,0.0,0.06652161530851954,0.030513218056887434,0.16250889396104762,0.04590280413666095,True
19,34112991,34113214,224,3,-0.09917946342996595,0.031204282208466116,-3.1783927208252623,0.0014809401058836877,-0.0161027160932671,390241,390243,1.0,1.0,0.0,-0.1249195128709161,0.03983912857806322,-0.11505950407669467,0.0558565651814807,True
18,3452302,3452359,58,3,-0.0671977169627278,0.026803706418249498,-2.5070307782872803,0.012175010971234683,0.00903778573365381,373072,373074,1.0,1.0,0.0,-0.07477766466697758,0.033726497392438014,-0.06778774989855148,0.0512681915424007,True
1,40105667,40105706,40,3,-0.05791166299719586,0.021333961018368507,-2.71452933411353,0.006637002214193676,-0.009079543832150459,14355,14357,1.0,1.0,0.0,-0.0437099196622605,0.02400580683247773,0.050109025597353064,0.041248824975020304,False
17,79813410,79813507,98,3,0.06486627684588007,0.021883983855229928,2.9640981859149953,0.0030357140927818327,0.011756254765653049,371131,371133,1.0,1.0,0.02,0.09272426265317324,0.028610910571178615,0.04486665464887554,0.0366922298445545,True
20,13976093,13976126,34,5,-0.08863377322712672,0.03250881272764566,-2.7264537148645887,0.006401893060744025,-0.013116388140755417,403443,403447,1.0,1.0,0.0,-0.05388590584135873,0.04305269711907097,-0.017707869631679165,0.04188541639181918,True
2,124782253,124782263,11,3,-0.05684478967796046,0.01798785878452136,-3.1601754471674903,0.001576741614158887,-0.01859584891295985,57337,57339,1.0,1.0,0.0,-0.06840537189836911,0.02276111863251335,-0.05307008632791554,0.037740216840418644,True
17,44928967,44928995,29,3,0.05417195825716985,0.03879617238764251,1.3963222380779214,0.16261748007633314,0.005868540794841653,360876,360878,1.0,1.0,0.0,0.08100633570333331,0.04215957558184895,0.19549902048450804,0.0983288417478022,True
19,49622715,49623089,375,3,-0.050346040797968665,0.022214871585823408,-2.2663214866430907,0.02343170679853602,-0.007662035314009766,396777,396779,1.0,1.0,0.0,-0.09397915828710338,0.027047184961825014,0.0021487007800126395,0.040619624452377594,False
1,78445162,78445169,8,3,0.05543318112127991,0.019552645158338277,2.835073243153512,0.004581518056021107,0.027446411858406357,20041,20043,1.0,1.0,0.08,0.0843285303638849,0.024868117023065534,0.03665570781333832,0.0355050441110471,True
17,37123767,37123843,77,3,0.06741627584174424,0.02256567774739009,2.9875582110331917,0.0028121573554419177,0.02788556861887201,357329,357331,1.0,1.0,0.04,0.05797428138877427,0.02889003094996104,0.08755233824694997,0.03991440303356835,True
17,17109640,17109800,161,6,-0.0524079456456635,0.021601332718950553,-2.426144086919541,0.01526021026235561,0.00015818328012165843,352941,352946,1.0,1.0,0.0,-0.07600876079684406,0.02879065743506077,0.005962069643511301,0.031558936077792414,False
17,7348339,7348399,61,3,-0.06304287124848083,0.02354762465884601,-2.6772497082756863,0.007422928985708886,-0.0009462013654515841,350691,350693,1.0,1.0,0.02,-0.0769584854908757,0.031293827261276434,0.031059542846366542,0.03617738700987484,False
1,26126442,26126460,19,3,-0.07077326753759809,0.023848481230519115,-2.9676215794835987,0.003001135660461992,-0.009901810933690327,10457,10459,1.0,1.0,0.04,-0.07203652712903029,0.03078322848720969,-0.05046135261273889,0.04182687312489582,True
17,1510000,1510080,81,3,0.08233501985385679,0.025451366095958862,3.2349941273655185,0.001216452327438563,0.015598884000942264,348086,348088,1.0,1.0,0.0,0.13971539984977166,0.03151925215326742,-0.028643306454412244,0.04650495372153659,False
1,209848535,209848577,43,3,-0.08792020700306846,0.028741340826271805,-3.0590154973807833,0.0022206566216879994,-0.027382022869717946,35471,35473,1.0,1.0,0.0,-0.09469473770456585,0.03560834771428998,-0.16945194968241134,0.05255937688687022,True
16,88832476,88832532,57,3,0.0557475332364814,0.01966201750795168,2.8352905908020922,0.004578401967460604,0.003979968124652445,345622,345624,1.0,1.0,0.0,0.07261385430550589,0.025231250483580714,0.014995493145536163,0.03872894129544213,True
20,327607,327623,17,3,-0.057051946894264106,0.021461900886248553,-2.6582895521067025,0.00785383839504227,-0.0013584682051002088,401736,401738,1.0,1.0,0.0,-0.05896607117292158,0.02858285797654085,0.00551580588600543,0.03663450035402038,False
16,66613053,66613220,168,4,-0.050227238674095946,0.02554651594465453,-1.9661091470520355,0.0492860040245031,-0.02228031986664886,339341,339344,1.0,1.0,0.02,-0.05300549014713848,0.032464680037472715,-0.01971553836928058,0.04218525945663678,True
19,35630279,35630355,77,3,-0.05160101413541012,0.01884396269373923,-2.738331367666854,0.006175182043748512,0.0033883853101221275,390609,390611,1.0,1.0,0.0,-0.05172107828075499,0.025141954142156912,-0.05583110457774054,0.03216219411187974,True
17,59473674,59474078,405,3,-0.05000582275284789,0.03088287083474456,-1.6192090113782163,0.1054022997679453,0.0020866164011671766,364134,364136,1.0,1.0,0.0,-0.018130897620564627,0.040095860325567015,-0.04686365344086862,0.0508205956720816,True
12,9217390,9217583,194,4,-0.06761758232006207,0.02178156942788777,-3.1043484971973005,0.0019069856488670505,-0.0194043916893833,268673,268676,1.0,1.0,0.02,-0.059473512673523916,0.026581224072134493,-0.028132541008099716,0.03728830500921938,True
12,124911924,124912049,126,3,-0.051287598122665895,0.022466901787252098,-2.282806886696184,0.02244174613308666,-0.0033596037883022634,285049,285051,1.0,1.0,0.0,-0.047056302728938716,0.028473428126712916,-0.13041422755009532,0.03998892471711371,True
6,29521488,29521506,19,4,-0.06347610810551675,0.026017412400073502,-2.439754850691356,0.014697231856842755,0.001183096191036178,140537,140540,1.0,1.0,0.0,-0.07963831106367485,0.03118593531399348,-0.058803975466196576,0.04839688568459208,True
6,29796066,29796086,21,3,-0.05012701086167305,0.025177537047656812,-1.9909417973168348,0.04648728634956574,0.00468158567345344,141101,141103,1.0,1.0,0.0,-0.04896467522897457,0.0311456301639296,-0.07135916262116296,0.05481259876379826,True
6,29855465,29855490,26,4,-0.05810802907436194,0.01898514356366955,-3.06071054345667,0.0022081245135812818,-0.005467796945889671,141153,141156,1.0,1.0,0.0,-0.08812775525414106,0.02344552362433466,0.09030240507462935,0.03568377416392384,False
6,30619167,30619190,24,3,0.055057098546048226,0.025072275665175572,2.195935434074715,0.02809656506487521,0.013131585142553734,142819,142821,1.0,1.0,0.0,0.07824325010584529,0.03081194810400951,-0.030223606207446095,0.05002438786015804,False
3,87138203,87138400,198,3,0.06721414328532606,0.027844589060751882,2.4139032233040645,0.01578265375620713,0.005577444288567037,82377,82379,1.0,1.0,0.0,0.04412560842471469,0.034854803237990555,0.22475046346004146,0.046217742978316594,True
6,32095616,32095692,77,3,0.05120953621388767,0.017954815941485427,2.852133732853573,0.004342682633079978,0.01758625450172667,146723,146725,1.0,1.0,0.0,0.05262278964184009,0.0205513321153631,0.02824169017945594,0.03442533437875786,True
6,28956683,28956731,49,3,-0.054807074447203105,0.024660164344791364,-2.2224942900179525,0.026249919491024367,0.0026414057687885457,140252,140254,1.0,1.0,0.0,-0.04788735435985338,0.032467760479714086,-0.0060871806319104296,0.04071574059643564,True
6,39902288,39902298,11,3,-0.05156885693746843,0.02172742670879464,-2.373445214135498,0.017623007240420478,0.00042664263595213565,151497,151499,1.0,1.0,0.0,-0.04376664009608134,0.02878854758907673,-0.0003197693598746038,0.03664097502934251,True
6,85474087,85474093,7,3,-0.06029734437243089,0.025333248732538668,-2.380166279068008,0.017304827478361484,-0.009018701959241806,155499,155501,1.0,1.0,0.0,-0.03924498744640199,0.031004616290394135,0.026937915667089803,0.04309052041660171,False
6,133562267,133562275,9,3,-0.06006585310892088,0.02740778452517951,-2.1915617825197957,0.028411164043215913,-0.0007702616845426863,159536,159538,1.0,1.0,0.0,-0.10150193050379355,0.035787865047354046,-0.006588952795145521,0.04538747812021063,True
7,1272486,1272545,60,4,-0.059422091153314684,0.018980417926798648,-3.130705097352784,0.0017438718141489643,-0.006860183560182541,167067,167070,1.0,1.0,0.0,-0.04054553296247956,0.022629839491838877,-0.011042803292524926,0.03671260191233222,True
2,241497412,241497554,143,4,-0.054823077927625995,0.036740312681321184,-1.492177772223972,0.13565254782734434,0.005736525525390487,70926,70929,1.0,1.0,0.0,-0.0674637842035977,0.04676559767487111,0.05113243519711189,0.04844199559360447,False
7,49813088,49813111,24,3,-0.05244014210253804,0.018607364907015034,-2.818246557994246,0.004828671486390174,-0.0035333315947946703,175759,175761,1.0,1.0,0.0,-0.0500081178357773,0.022215053342432584,0.003730887429220662,0.0412560487081151,False
7,89747958,89748001,44,3,-0.054484151944133974,0.01958489162825292,-2.7819480943941413,0.005403368120435217,-0.019968147026008166,179619,179621,1.0,1.0,0.04,-0.07133338911223243,0.025167293127266243,0.027272394005589867,0.03351241646845897,False
3,38178256,38178743,488,3,-0.05025596474835754,0.01696800917489279,-2.9618067877238214,0.0030583963750675943,-0.006870715051249775,75889,75891,1.0,1.0,0.0,-0.07237096662154395,0.02179015909585226,0.033518834198457324,0.029584790127257402,False
6,26017939,26018058,120,3,-0.08110161539377177,0.027413653711460564,-2.9584387490773034,0.003092016833518922,-0.0009706402693494818,138150,138152,1.0,1.0,0.0,-0.06335296210377528,0.0347998233512063,-0.007655417612434567,0.047000535811204315,True
5,140306181,140306231,51,5,-0.05722020395415317,0.026220518194055686,-2.1822682347721587,0.029089741940072952,-0.015446257028443636,127077,127081,1.0,1.0,0.06,-0.0886182516239259,0.036041406873902046,-0.01905009063848157,0.033487219640431026,True
5,72677723,72677886,164,3,-0.08317013375231906,0.037305406349707075,-2.229439158835811,0.025784699202374105,-0.016086436240047568,120205,120207,1.0,1.0,0.0,-0.029517295035363586,0.04860972431555141,-0.12093203459462964,0.05319484148733729,True
3,188665276,188665466,191,3,-0.08487337426363518,0.029417084257547337,-2.885172898869466,0.003911987508739338,0.008968423523939104,92732,92734,1.0,1.0,0.0,-0.025265812971175746,0.0365430045169422,-0.04164033909968673,0.04987223399578874,True
3,147127898,147128157,260,3,-0.0650536627792969,0.02439404578560776,-2.6667844830265057,0.007658076289785841,-0.0007239161007568359,88513,88515,1.0,1.0,0.0,-0.054506485093841324,0.030356294384607747,-0.08147914333223533,0.04459308075567181,True
4,62066539,62066990,452,3,-0.0637880709428261,0.021701971372918634,-2.939275416353451,0.003289805936993104,-0.007343853495083702,102616,102618,1.0,1.0,0.0,-0.07933743362409151,0.028883283551302923,-0.003959386364126821,0.036492014201000754,True
3,132757087,132757267,181,5,-0.05480941320096061,0.018769993233393723,-2.9200550324892554,0.0034996957839006472,-0.021792626285575583,86805,86809,1.0,1.0,0.0,-0.050903134082122964,0.023103527294246688,0.04311971661498555,0.02740411850347895,False
4,84457458,84457523,66,4,0.05435152356280211,0.01715973139564236,3.1673877818742806,0.0015381506131320298,0.024602745872458514,104355,104358,1.0,1.0,0.0,0.0701049686634622,0.024169030736076756,0.029601145750573026,0.021015232160998508,True
4,141490153,141490354,202,3,-0.07086913069071626,0.025920029845602228,-2.7341454123649633,0.006254241750202347,-0.015301253924180818,108193,108195,1.0,1.0,0.0,-0.04066629998316215,0.030806914301827335,-0.056834498922883274,0.049443869213519065,True
4,144621938,144621971,34,4,-0.0694147807611186,0.022929503519102723,-3.0273128549551314,0.0024673844353230636,-0.012611360076344245,108430,108433,1.0,1.0,0.0,-0.11504468364408738,0.027607733736586555,0.06355060249666172,0.041780082564041796,False
4,187476569,187476608,40,4,-0.10077640209456122,0.031662462723506354,-3.182835238515555,0.0014584057732238797,-0.003285488837556394,112035,112038,1.0,1.0,0.0,-0.09934154004237095,0.038693355185111494,-0.028462997964444917,0.056948539597762554,True
3,129830460,129830607,148,4,-0.050545449426168926,0.018347960090311033,-2.7548266497952736,0.005872323939028014,-0.0012985948211392065,86557,86560,1.0,1.0,0.0,-0.07570831534524873,0.024368223232036437,-0.046443715136400075,0.028059984389137673,True
5,1511271,1511473,203,3,0.05177326412005147,0.021356851675054522,2.4241992643758574,0.01534218462954846,0.00519767232488315,114075,114077,1.0,1.0,0.0,0.0846467933037189,0.026866389729180516,0.02232218700023226,0.03837228382932304,True
5,1882871,1882902,32,3,-0.07531041319812577,0.033805191547424486,-2.227776555931494,0.025895418957606706,-0.006933116181625813,114452,114454,1.0,1.0,0.0,-0.02568820066828787,0.04219206251723812,-0.09695022611835355,0.06050471925725818,True
5,16180033,16180055,23,3,-0.05156860324980365,0.016594586210693485,-3.1075558374919314,0.0018864134576114105,-0.014275778598924366,116187,116189,1.0,1.0,0.0,-0.05371167262045732,0.020171891274316036,-0.06343999567555464,0.035795463725846535,True
5,40841493,40841590,98,3,0.05919187521511294,0.021719622031784583,2.725271882194419,0.006424855657089848,0.013088383877450463,117677,117679,1.0,1.0,0.08,0.05743743848389156,0.02797865425672796,0.10344538255955847,0.04142921889086832,True
5,50679147,50679151,5,3,-0.05111930787901769,0.0327639308564933,-1.5602312220386902,0.11870524990229259,-3.41444033253238e-05,118256,118258,1.0,1.0,0.0,0.01764755931395204,0.034567034653184434,-0.059864094057256054,0.06593093812489963,False
3,98376390,98376574,185,4,-0.05044390563482866,0.021524209924923533,-2.3435891868169403,0.019099195314876655,-0.008994365232826412,82711,82714,1.0,1.0,0.02,-0.06218279235113946,0.027397837545433346,0.009366364473495143,0.03236819802634087,False
7,89748633,89748671,39,3,-0.05617585027388383,0.019184118960342146,-2.9282475984438925,0.0034087847174807976,-0.019968147026008166,179625,179627,1.0,1.0,0.04,-0.07600286102077636,0.02479227946877396,-0.004891807025377607,0.034943082137652834,True
7,96652222,96652375,154,3,0.05124416820490662,0.016296617533876245,3.144466518796548,0.0016638995007909286,-0.00011847366566792236,180618,180620,1.0,1.0,0.0,0.05937926128435516,0.01967907587363191,0.04319935636926368,0.03793026004219925,True
2,203036147,203036235,89,3,-0.06986221365068587,0.022023917856188124,-3.1721065301311264,0.0015133748131824498,-0.013213934819647282,64640,64642,1.0,1.0,0.0,-0.04640397192046606,0.028503556078328586,-0.009927130283451492,0.033377015548452994,True
7,117119601,117119637,37,3,-0.05533985517423084,0.02336975836827039,-2.3680114403479204,0.017883982885932712,-0.016541861629590076,184013,184015,1.0,1.0,0.0,-0.04758953497878186,0.02774709256525501,0.04828285700012978,0.03859407064820901,False
10,135050630,135050702,73,3,-0.10319868884465404,0.0341516299569127,-3.0217793111149995,0.002512936833280834,-0.007675707759076188,239834,239836,1.0,1.0,0.0,-0.12068619176618235,0.040865066061748584,0.04708530802075636,0.06333784121141765,False
11,637032,637038,7,3,-0.09904520331397976,0.03786525638042869,-2.6157277879986305,0.00890375095438754,-0.0037574395042464935,240862,240864,1.0,1.0,0.0,-0.04035217356336373,0.049829614532562565,-0.21740624554230528,0.05651736890952687,True
11,20690930,20690957,28,3,0.05842413983947024,0.0287098659466145,2.0349847661465548,0.041852405835108894,-0.0041827527821783695,246879,246881,1.0,1.0,0.0,0.0606238824507232,0.03794972946848127,0.1725113025289882,0.04183757662118271,True
11,43665775,43665970,196,3,0.05174385905501552,0.022331060868229936,2.3171249839111194,0.020496924406919245,0.022358790037561714,248651,248653,1.0,1.0,0.16,0.04789593795276428,0.02932683858987148,0.08737280976242646,0.03712886094732363,True
11,46366840,46367033,194,3,-0.05536593092685871,0.02504023009545289,-2.2110791600478437,0.02703035581356385,0.0007802944080139005,249436,249438,1.0,1.0,0.0,-0.0300922066521332,0.030049054368197072,0.0019608915506238852,0.04380377265543598,False
11,65314021,65314454,434,3,0.09975683346077693,0.044623106343674765,2.2355421133723303,0.02538178006376289,0.011045108209137258,253758,253760,1.0,1.0,0.0,0.12109309924343178,0.05952139567707156,0.015624331839836976,0.05652483994799165,True
11,111742315,111742365,51,3,0.05269479432846206,0.020295664890045778,2.5963571340945215,0.009421807837434123,0.014792129460692319,261294,261296,1.0,1.0,0.0,0.08597629961444242,0.02616307346401156,0.003885588124826382,0.03769613643843435,True
11,124735089,124735126,38,3,-0.06556876285012858,0.02173447485653743,-3.016809160696441,0.0025545057853219744,-0.002242558530417422,264059,264061,1.0,1.0,0.0,-0.08467709406451857,0.026719605631973148,0.029847683835821395,0.042967799010327434,False
12,19557320,19557343,24,3,0.057821057138240796,0.020478680633160294,2.823475700119739,0.0047506026985609275,0.021146627942391368,269874,269876,1.0,1.0,0.08,0.09149840425934933,0.025801418068996215,-0.05065989540983806,0.03608184405438784,False
12,31881951,31882089,139,3,0.06084081554948938,0.021084499450861355,2.885570781098333,0.003907045956885525,0.018641995956069444,271044,271046,1.0,1.0,0.0,0.021803856122019835,0.02327170975046249,0.10920868968572418,0.04890696655698609,True
12,52473422,52473462,41,3,-0.050339932990106175,0.027504202847097734,-1.8302632972116146,0.06721057682662433,0.014870360864218958,273703,273705,1.0,1.0,0.0,-0.06521456658987425,0.034047878993690855,0.025436742974116612,0.05231969064668182,False
12,54401665,54402443,779,3,0.0533299456678759,0.022444111489519882,2.3761219370514146,0.01749568005334931,0.001622829788129062,274678,274680,1.0,1.0,0.0,0.029848575070582355,0.027912662432277514,0.09106000509656215,0.041069675892944274,True
12,56040025,56040208,184,4,-0.06163160975598066,0.02901290542256229,-2.1242825859161276,0.033646520990081356,-2.8425451124340944e-05,275161,275164,1.0,1.0,0.04,-0.07630760990513706,0.036920139658507614,0.05402676681820691,0.049911715368376734,False
12,62586552,62586665,114,4,0.050889504768915496,0.01605242516481268,3.1702066352233538,0.0015233056706486843,0.009933380206544813,276657,276660,1.0,1.0,0.0,0.04268374445349876,0.01660221903175687,0.06609857248362662,0.033999748600868455,True
12,118809648,118810441,794,3,-0.058896819747966185,0.019786247532101734,-2.9766543480470675,0.0029141235389953356,-0.0009534439183510874,283149,283151,1.0,1.0,0.0,-0.09427043376302574,0.026638150284126288,0.006785660423037332,0.02737746382740193,False
2,139537824,139537845,22,3,-0.11163515211280428,0.03497028260415992,-3.19228624419308,0.0014115137567819638,0.0014306777736121977,59106,59108,1.0,1.0,0.0,-0.06495142941995449,0.03960889554766782,-0.019312842046192432,0.07501968076445845,True
12,127940323,127940654,332,3,-0.07156161717228104,0.023501460600244137,-3.044985943194426,0.002326911852173473,-0.004329220037470528,285593,285595,1.0,1.0,0.0,-0.10732564871567501,0.03006600563808174,0.05463586175814095,0.03616389743691293,False
10,128594141,128594417,277,3,-0.10602456828067093,0.0331787705554608,-3.1955544616532108,0.0013956244059164311,-0.038177632551022425,236866,236868,1.0,1.0,0.14,-0.048918027415247936,0.039363390817517635,-0.09509802559954332,0.059167244629826275,True
2,145090156,145090273,118,3,-0.051201607147764006,0.01966503299034343,-2.60368783377616,0.009222671573993207,-0.0039453121009531715,59258,59260,1.0,1.0,0.0,-0.08722290850370908,0.026320972293712566,0.04094590678700592,0.03202429208239832,False
7,143059260,143059591,332,3,-0.052742004904737516,0.02325708469816486,-2.267782294695741,0.0233424790654548,-0.02366449855373346,187277,187279,1.0,1.0,0.0,-0.06565761288696295,0.029831211744529598,-0.018729334878711455,0.04133504369932979,True
7,150020240,150020401,162,3,-0.07880723983467142,0.02624211514657495,-3.0030826171783307,0.002672598674878497,0.0015309707333079736,188026,188028,1.0,1.0,0.0,-0.08198119509767723,0.028618966568702452,0.02762725504435082,0.04601613947623384,False
7,153584582,153584609,28,3,-0.07959269612336584,0.02954103217336168,-2.694309923102068,0.007053454458288264,-0.013171131403117802,189102,189104,1.0,1.0,0.0,-0.039169105462856985,0.03514845409279201,-0.04325278621636527,0.05446077427009382,True
8,23564008,23564031,24,3,-0.06863242700800198,0.02520698751420894,-2.7227540367255125,0.006474023798613175,-0.004444662897648656,196298,196300,1.0,1.0,0.0,-0.027459687935711324,0.02775605348281364,-0.08758019761810201,0.04804787504537008,True
8,25898191,25898412,222,3,-0.06152413733345927,0.02648046376049984,-2.323378392837405,0.02015883382163687,-0.004061215565253609,196560,196562,1.0,1.0,0.0,-0.07960125735206414,0.034256130845094254,0.060817265287691366,0.04170047915300608,False
8,28748202,28748679,478,3,0.053379912355692595,0.019944919758044515,2.676366363126757,0.007442523981643405,-0.00044409099627701516,197139,197141,1.0,1.0,0.0,0.054784282436782884,0.026017577721150934,0.021162069237828086,0.033309939901950456,True
8,54163622,54164051,430,3,-0.07696098183496893,0.042673744784585396,-1.8034738273723931,0.07131383222570813,0.011581798724206184,199640,199642,1.0,1.0,0.0,-0.14354223830146454,0.05240185889215633,0.08263913867851486,0.06371470377142642,False
8,58907088,58907242,155,3,-0.06630078050091336,0.02668699665587885,-2.484385236594543,0.012977533084938592,-0.012126319926872449,200173,200175,1.0,1.0,0.0,-0.06561395315083768,0.035652209306988716,-0.05276923861473322,0.041344166222236245,True
8,81599484,81599569,86,3,0.05549141412587173,0.026956351170385986,2.058565485184587,0.039535881996909786,0.05549141412587173,202085,202087,1.0,1.0,0.44,0.030903464404477374,0.03271261505750692,0.09026303632316277,0.05347589151483575,True
8,144730494,144730562,69,3,0.0544860348235281,0.024871385446582683,2.19071168916384,0.028472662669530868,0.024908851007401287,208872,208874,1.0,1.0,0.2,0.08706141893953018,0.03186955320790984,0.016314402210077905,0.04715013527733536,True
10,1205595,1205673,79,4,-0.07274368042577546,0.022010339591171667,-3.3049776503654176,0.0009498397391905704,0.009883567164932003,219537,219540,1.0,1.0,0.0,-0.026167544268211874,0.02631944613916323,-0.20976484559996886,0.045630961474558994,True
10,28034669,28034816,148,4,-0.09176838691764055,0.03225199407594708,-2.845355443807416,0.004436188987904941,-0.014758423973381587,223412,223415,1.0,1.0,0.0,-0.12025630040924583,0.035155852753234046,0.07759804672246529,0.048489437699865495,False
10,73848764,73848823,60,3,-0.06817082128729687,0.025001532997892352,-2.7266656525839323,0.006397783002253117,-0.0029684947353014694,228082,228084,1.0,1.0,0.0,-0.07788432629706717,0.03131536965192686,-0.0070474452877929954,0.04743086211154131,True
10,95326291,95326313,23,3,-0.051911334013935335,0.023271109551497186,-2.2307201940268264,0.025699669127967752,0.004012985080231782,230998,231000,1.0,1.0,0.0,-0.05064137490252206,0.02934648882731877,0.018704548494379726,0.042992849238443605,False
10,108924366,108924560,195,4,-0.05028004443394388,0.026739214893371836,-1.880385966246428,0.0600554947707624,-0.007160646392791048,233993,233996,1.0,1.0,0.02,-0.09477317933537933,0.030049225519129488,0.19062641893662519,0.05882318196507027,False
22,42828411,42828418,8,3,0.052240889321819445,0.031204912607402,1.6741238784763517,0.09410625577603599,0.01841666371691247,420643,420645,1.0,1.0,0.02,0.09134530936478484,0.04167357527997708,0.03193759552854128,0.042581557033248764,True
1,3568210,3568245,36,5,-0.06341238997981788,0.033696072368478304,-1.881892621976273,0.05985059640268535,0.00395078596016738,3565,3569,1.0,1.0,0.0,-0.04388312290875052,0.04185365435792789,0.09574179270419349,0.05991579865047276,False
